,GC/LE/Other,Category,Name,Note Description,Status,Released/Available Date,Cesssation Date,Refactore Date,Review,Notes,,,,
,General Catalogue,Carnaval Diabolique Act IV: The Interlude,Jiaolong,"Sugared coffee bean, black musk, and sugar cane.",,,,,,,,,,
,General Catalogue,Carnaval Diabolique Act IV: The Interlude,Marcilla,"Blue lilac, lily of the valley, golden musk, beeswax, white ginger, bergamot, green tea, and nectarine.",,,,,,,,,,
,General Catalogue,Carnaval Diabolique Act IV: The Interlude,Marguerite,"Rose, rose geranium, myrrh, ylang ylang, French gardenia, tuberose, red sandalwood, and palmarosa.",,,,,,,,,,
,General Catalogue,Carnaval Diabolique Act IV: The Interlude,Marianne,"Red musk, bergamot, black currant, mimosa, orchid, patchouli, and lotus root.",,,,,,,,,,
,General Catalogue,Carnaval Diabolique Act IV: The Interlude,Morana,"Snow drifting on black pine, blood red apple, rosewood, osmanthus, and lemon peel.",,,,,,,,,,
,General Catalogue,Carnaval Diabolique Act IV: The Interlude,Parthenope,"Honeysuckle, orris, moss, musk, benzoin, oakmoss, and star jasmine.",,,,,,,,,,
,General Catalogue,Carnaval Diabolique Act IV: The Interlude,Seth,"Sudanese myrrh, papyrus, champaca flower, black lotus, amber, and honeyed leather.",,,,,,,,,,
,General Catalogue,Carnaval Diabolique Act IV: The Interlude,Shakarri,"White pear and absinthe, sea moss and patchouli, labdanum and crushed coral.",,,,,,,,,,
,General Catalogue,Carnaval Diabolique Act IV: The Interlude,The Illustrated Woman,"Skin musk, smoky vanilla, pine pitch, patchouli, Indian resins, golden honey, and tobacco.",,,,,,,,,,
,General Catalogue,Carnaval Diabolique Act IV: The Interlude,The Torture Queen,"White amber, vanilla musk, white tea, ambergris, gardenia, and chrome.",,,,,,,,,,
,General Catalogue,Carnaval Diabolique Act IV: The Interlude,The Blood Garden,"Blood accord, bitter clove, English ivy, Tempranillo grape, red currant, oak, leather, blackberry leaf, and ginger lily.",,,,,,,,,,
,Limited Edition,A Little Lunacy,Sturgeon Moon,"Sandy shores and sweet fresh water, lichen, green algae, and whitestem pondweed, with benzoin, hay, cyclamen, moonlit musk, cucumber, blue poppy, driftwood, and agave.",Discontinued,,,,,,,,,
,Limited Edition,A Little Lunacy,Single Note: Mango,,Discontinued,,,,,,,,,
,Limited Edition,Event Exclusive,Nobodies Watching Wrestling,Black leather and strawberry lip gloss.,Discontinued,,,,,,,,,
,Retail Exclusive,Loved to Death,Humanite,"Tuberose, white peach, orange blossom, lemon peel, and caramelized vanilla.",,,,,,,,,,
,Event Exclusive,SDCC,F#@k!,"a censored scent, reminiscent of sugar crust with a hint of cherry meringue",Discontinued,,,,,,,,,
,Event Exclusive,Midsummer Scream,Blacklight-Reactive Zombie Hand,"Electric eucalyptus with veins of green oud, black currant, ti leaf, and mate",Discontinued,,,,,,,,,
,Event Exclusive,Midsummer Scream,Battery-Operated Prop Chainsaw,Vetiver and lubricant painted over distressed plastic,Discontinued,,,,,,,,,
,Event Exclusive,Midsummer Scream,Resin Cast Meat Skull,"Oozing with red currant jelly, spiked with crunchy lumps of meringue, and discharge from sweet cream cheese pustules",Discontinued,,,,,,,,,
,Activism,Activism,Spiced Rum Buttercream Coffee,"Coffee and rum laced with allspice, nutmeg, clove, star anise, cardamom, and cinnamon gently whipped into buttercream",,,,,,,,,,
,Activism,Activism,Irish Coffee Buttercream,"Irish whiskey, granulated sugar, brown sugar, whipped cream, buttercream and coffee",,,,,,,,,,
,Event Exclusive,Other,Black Book,"Hand-tooled leather and gold leaf, yellowed pages smeared with a sliver of black ink, and dusty balsam, all bound with a dark, smoky oudh.",Discontinued,,,,,,,,,
,Limited Edition,Eclipse: Songs of Midday Darkness,All Ruinous Disorders,"Amber, bergamot, and honeyed saffron blackened by smoked oudh, patchouli, ti leaf, scorched thistle, leather, and yew.",Discontinued,,,,,,,,,
,Limited Edition,Eclipse: Songs of Midday Darkness,Disastrous Twilight,"Star-touched blue amber, gurjum balsam, pale orris, Somalian myrrh, benzoin, red sandalwood, and ylang ylang.",Discontinued,,,,,,,,,
,Limited Edition,Eclipse: Songs of Midday Darkness,Eclipses Be,"Rose amber, carnation, and clove.",Discontinued,,,,,,,,,
,Limited Edition,Eclipse: Songs of Midday Darkness,The Sun has Perished,"An evil mist hovers over all: Tunisian amber, wilted asphodel, myrrh, and smoke.",Discontinued,,,,,,,,,
,Limited Edition,"Eclipse: Historical Accounts, Landmarks, and Personages",18 June 1860,"Shimmering amber, collodion, silver nitrate accord, and white lavender.",Discontinued,,,,,,,,,
,Limited Edition,"Eclipse: Historical Accounts, Landmarks, and Personages","Nothing is Unexpected, Nothing is Foresworn","Red amber and heady red wine, benzoin, ash, and bourbon vanilla.",Discontinued,,,,,,,,,
,Limited Edition,"Eclipse: Historical Accounts, Landmarks, and Personages",The Drunk Astronomers,"Jasmine tea, blood musk, and pale yellow amber.",Discontinued,,,,,,,,,
,Limited Edition,"Eclipse: Historical Accounts, Landmarks, and Personages",In Hideous Darkness,"Golden amber and ambergris, sage and white cedar, rockrose, bourbon tobacco, and vetiver.",Discontinued,,,,,,,,,
,Limited Edition,"Eclipse: Historical Accounts, Landmarks, and Personages",Mabel,"Rose-tinted amber, golden chypre, ambergris, tobacco leaf, and clove.",Discontinued,,,,,,,,,
,Limited Edition,"Eclipse: Historical Accounts, Landmarks, and Personages",The Sun in Anger Swore,"A withdrawn, seething red amber spiked with dragon’s blood resin, black pepper, red musk, and red oudh.",Discontinued,,,,,,,,,
,Limited Edition,"Eclipse: Historical Accounts, Landmarks, and Personages",Oil and Pitch,"Amber swirled in opoponax, black labdanum, and poplar tar.",Discontinued,,,,,,,,,
,Limited Edition,"Eclipse: Historical Accounts, Landmarks, and Personages",The Thales Eclipse,"Red amber and leather, patchouli, champaca flower, frankincense, oudh, castoreum accord, and black musk.",Discontinued,,,,,,,,,
,Limited Edition,Eclipse: Biblical Catastrophes,The Curtain of the Temple was Torn in Two,"Radiant golden amber suffused with holy incense smoke compounded from acacia, myrrh, cassia, balsam, frankincense, cinnamon, onycha accord, and galbanum.",Discontinued,,,,,,,,,
,Limited Edition,A Little Lunacy,Harvest Moon 2017,"This Harvest lunacy combines the autumnal scents of dry leaves, mulling spices, balsam fir and spruce tips, cedar, juniper berry, clove, saffron, wild apple, sage, yarrow, and lily twined with Dionysus' sacred grapes and ivy, a bounty of blackberry and pumpkin, deep russet sunflowers, the amaranth and lingum aloes of Janus, all touched by a gentle breath of festival woodsmoke and sweet wine.",Discontinued,,,,,,,,,
,Limited Edition,A Little Lunacy,SN: Wild Honeysuckle,,Discontinued,,,,,,,,,
,Limited Edition,BPAL 7 Word Story Contest,#BPAL7wordstory Envy,"Marble-white sandalwood, vanilla blossom, and orris root veined with whorls of ambergris accord, rose-touched with life, slowly shattering tears of bitter carrot seed and cistus.",,,,,,,,,,
,General Catalogue,Vampire Tarot,V. The Pope,"Life everlasting: clove-smoke, benzoin, rose maroc, Jerusalem cedar, cistus, and frankincense.",,,,,,,,,,
,General Catalogue,Vampire Tarot,VII. The Chariot,"The scent of white-hot metal and stardust, limned with glowing bergamot aldehyde.",,,,,,,,,,
,General Catalogue,Vampire Tarot,X. The Wheel of Fortune,"An antiseptic white scent, splattered with blood.",,,,,,,,,,
,Event Exclusive,D*Con 2017,Badgered by Dragons,"Dark chocolate, coffee absolute, sugar cane, caramel, and tobacco.",Discontinued,,,,,,,,,
,Event Exclusive,D*Con 2017,Chastising Your Dragon,"BAD DRAGON! BAD! Cherry blossom, bourbon vanilla, rice milk, and white sandalwood.",Discontinued,,,,,,,,,
,Event Exclusive,D*Con 2017,Dragon Chorus,"Sweet red patchouli and hay absolute with a hint of orange peel, cocoa, and amber.",Discontinued,,,,,,,,,
,Event Exclusive,D*Con 2017,Dragon Side-Eye,"Golden peach and black oudh with lychee, auburn musk, and Italian bergamot.",Discontinued,,,,,,,,,
,Event Exclusive,D*Con 2017,Dragon Smooch,Honeyed mint and peach marshmallow.,Discontinued,,,,,,,,,
,Event Exclusive,D*Con 2017,Dragon with a Jaunty Cap,A sassy strawberry red musk chypre.,Discontinued,,,,,,,,,
,Event Exclusive,D*Con 2017,No Pls,"Dismissively forbidding: white musk, honeyed orange blossom, and orris slammed by black pepper, tobacco absolute, blue musk, and cedar.",Discontinued,,,,,,,,,
,Event Exclusive,D*Con 2017,Surly Dragon,"Sour orange and fiery pink pepper with mandarin, neroli, and rum absolute.",Discontinued,,,,,,,,,
,Activism,Activism,SN: Bluebonnet,,,,,,,,,,,
,Limited Edition,A Little Lunacy,SN: White Fir,,Discontinued,,,,,,,,,
,Limited Edition,A Little Lunacy,Long Night Moon,"A bouquet of night-blooming flowers, petals dusted with frost. Cereus, datura and moonflower accord, night phlox, honeysuckle, silver thyme, nicotiana, pale tuberose, white mint, and blue musk.",Discontinued,,,,,,,,,
,Limited Edition,Lilith 2017,Admete,"Driftwood and sea salt submerged in a marine layer, a touch of sweet carnation, bright neroli, and a sandy strip of kelp.",Discontinued,,,,,,,,,
,Limited Edition,Lilith 2017,Apocalyptic Horseprincess,"Crushed mint and neon lime, sour candy powder, and wild plum.",Discontinued,,,,,,,,,
,Limited Edition,Lilith 2017,Baby's First Con Panel,"The scent of the soft pretzel we hid in our backpack, plus a bit of leftover chocolate chip cookie.",Discontinued,,,,,,,,,
,Limited Edition,Lilith 2017,Brunch Witches,Pumpkin pancakes and berries in cream.,Discontinued,,,,,,,,,
,Limited Edition,Lilith 2017,Cemetery Creep,"Marble-white musk, orris root, and vanilla blossom.",Discontinued,,,,,,,,,
,Limited Edition,Lilith 2017,Closet Raid,"my grandmother and mother’s Chanel No. 5, my father and grandfather’s Lilac Vegetal, my Snake Oil, and Lilith’s lavender blossoms.",Discontinued,,,,,,,,,
,Limited Edition,Lilith 2017,Dancing Among the Tombs,"Osmanthus and jasmine, Spanish moss and dandelion, Snake Oil and Dorian.",Discontinued,,,,,,,,,
,Limited Edition,Lilith 2017,Daybreak,Last night’s lavender drops and a whiff of Pickle’s vanilla coconut pupper shampoo.,Discontinued,,,,,,,,,
,Limited Edition,Lilith 2017,Do all the Good You Can,"Madagascar vanilla and sweet patchouli with Yule pine, white fig, and almond blossom.",Discontinued,,,,,,,,,
,Limited Edition,Lilith 2017,Do You Like Clowns?,Raspberry ice cream and a smear of black cherry lip gloss.,Discontinued,,,,,,,,,
,Limited Edition,Lilith 2017,Ego Sum Lux Mundi,"Frankincense and myrrh with golden amber, green apple pulp, and white pear.",Discontinued,,,,,,,,,
,Limited Edition,Lilith 2017,Gas Masks and Snails and Puppy Dog Tails,Cotton candy and jellybeans with sugar cookie crumbles and vanilla frosting.,Discontinued,,,,,,,,,
,Limited Edition,Lilith 2017,The Goddess of Mischief,"White lavender and sweet amber, green oudh, and inky musk.",Discontinued,,,,,,,,,
,Limited Edition,Lilith 2017,Heck on Wheels,Red velvet confetti cupcakes and bubblegum.,Discontinued,,,,,,,,,
,Limited Edition,Lilith 2017,Huntress,"Funnel cakes, baked apples, and strawberry cream.",Discontinued,,,,,,,,,
,Limited Edition,Lilith 2017,Little Photojournalist,Cathedral incense and rock candy.,Discontinued,,,,,,,,,
,Limited Edition,Lilith 2017,Paying Her Respects,Star jasmine and tobacco leaf.,Discontinued,,,,,,,,,
,Limited Edition,Lilith 2017,Pew! Pew!,"Coconut and red currant, red musk, and a pop of surgical steel.",Discontinued,,,,,,,,,
,Limited Edition,Lilith 2017,Potamides,"Honeysuckle and honey, water lilies and white sage.",Discontinued,,,,,,,,,
,Limited Edition,Lilith 2017,The Spectral Flower Girl,"Black lilies, red roses, and baby’s breath.",Discontinued,,,,,,,,,
,Limited Edition,Lilith 2017,Storyboard: Julius Caesar,"Macerated myrrh, rose petals, and iris with frankincense and a splash of blood",Discontinued,,,,,,,,,
,Limited Edition,Lilith 2017,Storyboard: The Tempest,"Ivy and lime rind, marigold and moss.",Discontinued,,,,,,,,,
,Limited Edition,Lilith 2017,NYC Snowball Fight,Snowballs and vanilla ice cream.,Discontinued,,,,,,,,,
,Limited Edition,Lilith 2017,"Valuable, Powerful, Deserving","Golden amber, vanilla oudh, and orange blossom.",Discontinued,,,,,,,,,
,Limited Edition,Lilith 2017,Vampire Princess,"Blood musk and lavender with bourbon vanilla, plum oudh, black patchouli, and Romanian wildflowers.",Discontinued,,,,,,,,,
,Limited Edition,Lilith 2017,Winter at the Capitol,"The hope and valor of iris blossoms twined with chrysanthemum’s bold fearlessness, violet’s vigilance, oleander’s caution, and white and red roses for unity.",Discontinued,,,,,,,,,
,Limited Edition,Event Exclusive,SN: Burning Book,,Discontinued,,,,,,,,,
,Limited Edition,Retail Exclusive,Owl's Wing,"White sage and goldenseal, white sandalwood, hops, Atlas cedar, red benzoin, Somalian myrrh, lavender, cypress, champaca flower, and olive.",,,,,,,,,,
,Event Exclusive,NYCC 2017,Mannahatta,"the gleaming sharp scent of these high growths of iron, the amber of the bright sun shining, and broken ice on the river.",Discontinued,,,,,,,,,
,Event Exclusive,NYCC 2017,Broadway,"Sheer white patchouli, passionate red musk, caramelized vanilla, black opium poppy, and lilac",Discontinued,,,,,,,,,
,Event Exclusive,NYCC 2017,"Eve's Big Apple, Redux I","White apple, cucumber, muguet, cherry blossom, and honeysuckle",Discontinued,,,,,,,,,
,Event Exclusive,NYCC 2017,"Eve's Big Apple, Redux II","Red apple, ylang ylang, opoponax, and myrrh.",Discontinued,,,,,,,,,
,Event Exclusive,NYCC 2017,"Eve's Big Apple, Redux III",Gingered apple champagne.,Discontinued,,,,,,,,,
,Event Exclusive,NYCC 2017,"Eve's Big Apple, Redux IV","Red apple, sweet patchouli, tobacco leaf, and amber.",Discontinued,,,,,,,,,
,Event Exclusive,NYCC 2017,"Eve's Big Apple, Redux V","Apple blossom, white sandalwood, and oudh.",Discontinued,,,,,,,,,
,Event Exclusive,NYCC 2017,"Eve's Big Apple, Redux VI","Apple, marshmallow, apricot, and sugar cane.",Discontinued,,,,,,,,,
,Event Exclusive,NYCC 2017,"Eve's Big Apple, Redux VII",Apple cardamom cake.,Discontinued,,,,,,,,,
,Activism,Activism,Take a Knee,"This is the scent of apple pie, as American as it gets, and a smudged grass stain.",,,,,,,,,,
,Activism,Activism,SN: Flor de Maga,,,,,,,,,,,
,Limited Edition,Weenies 2017,All Souls 2017,"An incense blend that invokes the higher qualities of mercy and compassion, mingled with the soft, sugared currant scent of offertory soul cakes.",Discontinued,,,,,,,,,
,Limited Edition,Weenies 2017,Apple Butter Rum,"Spiced rum with cinnamon, apple butter, nutmeg, and thick vanilla cream.",Discontinued,,,,,,,,,
,Limited Edition,Weenies 2017,Cardamom Cream Pumpkin Cake,Thick lumps of pumpkin cake with cardamom-cream frosting and a dusting of cinnamon.,Discontinued,,,,,,,,,
,Limited Edition,Weenies 2017,Chocolate Blood,"A sideways ode to Hitchcock’s Psycho, by way of Bosco Chocolate Syrup.",Discontinued,,,,,,,,,
,Limited Edition,Weenies 2017,Cinnamon Chai Cupcake,A cozy accompaniment on chilly autumn nights.,Discontinued,,,,,,,,,
,Limited Edition,Weenies 2017,Day of Skulls,"White sandalwood, beeswax, and frankincense crowned by hydrangea, rose, and kantuta blossoms, dressed with tobacco, cocoa leaves and flowers from the sacred Cactus of the Four Winds.",Discontinued,,,,,,,,,
,Limited Edition,Weenies 2017,Dirge,"Yew berries and cypress boughs, ropes of kelp and sea spray.",Discontinued,,,,,,,,,
,Limited Edition,Weenies 2017,Feeding the Dead,"A barrel of beer, a pyramid of cakes, and three sticks of incense.",Discontinued,,,,,,,,,
,Limited Edition,Weenies 2017,"Hallow-e'en, 1914","an incense of dried ivy and maple leaf with honeyed fig, black cypress, and grave dirt.",Discontinued,,,,,,,,,
,Limited Edition,Weenies 2017,Haunted Seas,Seaspray and flecks of foam welling with opoponax and labdanum’s sepulchral moans.,Discontinued,,,,,,,,,
,Limited Edition,Weenies 2017,In a Whispering Gallery,"Marbled white iris, white tobacco flower, Italian bergamot, white leather, and Mysore sandalwood.",Discontinued,,,,,,,,,
,Limited Edition,Weenies 2017,La Calavera Catrina,"Autumn leaves, wild roses, bourbon vanilla, dry chamomile, and a bouquet of bright chrysanthemums and Mexican marigolds.",Discontinued,,,,,,,,,
,Limited Edition,Weenies 2017,October,"A rustle of red leaves, a touch of smoke and sap in the air.",Discontinued,,,,,,,,,
